名称,ID,日期,充电功率/MW,当日平均充电功率/MW,当日最大充电功率/MW,当日 MAXV 对应时间,当日 V 最小值/MW,当日 MINV 对应时间,充电时长/h,当日所有 S 的均值/h,当日 S 的最大值/h,当日 S 的最小值/h,当日最大充电时长跨度/h
电动汽车充电站,1001-1012,2024/1/2 16:30,5.4,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.238,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 16:45,5.53,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.243,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 17:00,6.22,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.245,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 17:15,6.54,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.239,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 17:30,6.98,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.242,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 17:45,7.48,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.242,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 18:00,7.44,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.247,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 18:15,7.6,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.245,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 18:30,7.76,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.242,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 18:45,7.87,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 19:00,8.02,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.248,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 19:15,8.05,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.255,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 19:30,7.93,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 19:45,7.84,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 20:00,7.49,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.247,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 20:15,7.43,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.24,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 20:30,6.84,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.235,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 20:45,6.94,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.242,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 21:00,6.26,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.248,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 21:15,5.67,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.248,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 21:30,5.29,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.231,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 21:45,5.22,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.244,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 22:00,4.87,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.229,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 22:15,4.85,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.242,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 22:30,4.75,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.241,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 22:45,4.73,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.231,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 23:00,4.8,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.245,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 23:15,5.02,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.249,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 23:30,5.62,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.241,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/2 23:45,6.36,5.2,9.32,2024/1/2 1:30,1.64,2024/1/2 5:15,0.243,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/1/3 0:00,6.88,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.251,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 0:15,7.31,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 0:30,8.15,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 0:45,8.73,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.243,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 1:00,8.95,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.248,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 1:15,9.35,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.249,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 1:30,9.38,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.246,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 1:45,9.03,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.247,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 2:00,8.88,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.245,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 2:15,8.36,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.244,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 2:30,7.74,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 2:45,6.94,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.24,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 3:00,5.75,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.231,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 3:15,4.99,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 3:30,4.43,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.229,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 3:45,3.74,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 4:00,3.15,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.234,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 4:15,3.18,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.236,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 4:30,2.33,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.233,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 4:45,2.17,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.233,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 5:00,2.01,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.24,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 5:15,1.92,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.227,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 5:30,1.81,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.226,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 5:45,2.09,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.235,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 6:00,2.05,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.232,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 6:15,2.37,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.237,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 6:30,2.62,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 6:45,3.05,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.231,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 7:00,3.76,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 7:15,3.53,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.232,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 7:30,4.32,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 7:45,4.39,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.233,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 8:00,4.96,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 8:15,5.57,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 8:30,5.74,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.236,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 8:45,5.85,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.235,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 9:00,6.11,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.246,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 9:15,6.44,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 9:30,6.28,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.248,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 9:45,6.38,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.24,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 10:00,6.23,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.249,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 10:15,5.92,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.237,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 10:30,6.08,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.25,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 10:45,5.53,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 11:00,4.77,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 11:15,4.72,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.234,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 11:30,4.2,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 11:45,4.04,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 12:00,3.42,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.235,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 12:15,3.19,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.226,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 12:30,2.98,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.23,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 12:45,2.79,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.23,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 13:00,2.29,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.237,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 13:15,2.29,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.232,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 13:30,2.19,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.232,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 13:45,2.15,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.231,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 14:00,2.55,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 14:15,2.44,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.235,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 14:30,2.35,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.236,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 14:45,2.88,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.233,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 15:00,3.31,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.236,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 15:15,3.44,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.232,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 15:30,3.4,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 15:45,3.92,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.232,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 16:00,4.58,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.243,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 16:15,4.7,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.236,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 16:30,5.3,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.245,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 16:45,5.77,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.251,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 17:00,5.94,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 17:15,6.47,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.249,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 17:30,6.37,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.246,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 17:45,7.04,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.237,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 18:00,7.44,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.245,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 18:15,7.53,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.248,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 18:30,8.13,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.249,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 18:45,7.78,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.246,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 19:00,7.96,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.247,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 19:15,8.02,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.246,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 19:30,8.11,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.247,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 19:45,7.51,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 20:00,7.66,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.244,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 20:15,7.21,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.237,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 20:30,6.74,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.241,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 20:45,6.6,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.24,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 21:00,6.19,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 21:15,5.71,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.236,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 21:30,5.46,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 21:45,5.09,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.239,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 22:00,4.92,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.238,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 22:15,4.84,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.233,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 22:30,4.92,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.238,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 22:45,4.55,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.245,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 23:00,5.25,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.246,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 23:15,4.95,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.242,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 23:30,5.66,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.24,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/3 23:45,6.32,5.19,9.38,2024/1/3 1:30,1.81,2024/1/3 5:30,0.245,0.239,0.251,0.226,0.025
电动汽车充电站,1001-1012,2024/1/4 0:00,6.89,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.24,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 0:15,7.4,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.243,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 0:30,8.09,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.242,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 0:45,8.59,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.252,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 1:00,9,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.252,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 1:15,9.46,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.249,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 1:30,9.43,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.258,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 1:45,9.1,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.25,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 2:00,8.97,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.25,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 2:15,8.32,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.248,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 2:30,7.7,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.239,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 2:45,6.88,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.239,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 3:00,5.83,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.241,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 3:15,5.05,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.24,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 3:30,4.47,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.242,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 3:45,3.75,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.234,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 4:00,3.07,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.236,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 4:15,2.62,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.236,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 4:30,2.44,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.236,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 4:45,1.91,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.234,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 5:00,1.94,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.227,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 5:15,1.79,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.222,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 5:30,1.83,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.229,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 5:45,2.14,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.232,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 6:00,2.29,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.229,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 6:15,2.53,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.235,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 6:30,2.89,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.241,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 6:45,3.04,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.24,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 7:00,3.51,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.239,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 7:15,3.76,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.242,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 7:30,4.27,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.234,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 7:45,4.61,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.237,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 8:00,5.05,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.243,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 8:15,5.49,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.239,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 8:30,5.61,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.239,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 8:45,6.32,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.252,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 9:00,6.06,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.243,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 9:15,6.16,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.251,0.241,0.258,0.222,0.036
电动汽车充电站,1001-1012,2024/1/4 9:30,6.56,5.2,9.46,2024/1/4 1:15,1.79,2024/1/4 5:15,0.234,0.241,0.258,0.222,0.036
